PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33976215","Gut microbiome modulates Drosophila aggression through octopamine signaling","Jia Y, Jin S, Hu K, Geng L, Han C, Kang R, Pang Y, Ling E, Tan EK, Pan Y, Liu W.","Nat Commun. 2021 May 11;12(1):2698. doi: 10.1038/s41467-021-23041-y.","Jia Y","Nat Commun","2021","2021/05/12","PMC8113466","","10.1038/s41467-021-23041-y"
"38352473","PCP Auto Count: A Novel Fiji/ImageJ plug-in for automated quantification of planar cell polarity and cell counting","Stansak KL, Baum LD, Ghosh S, Thapa P, Vanga V, Walters BJ.","bioRxiv [Preprint]. 2024 Feb 15:2024.01.30.578047. doi: 10.1101/2024.01.30.578047.","Stansak KL","bioRxiv","2024","2024/02/14","PMC10862842","","10.1101/2024.01.30.578047"
"39261740","Connectome-constrained networks predict neural activity across the fly visual system","Lappalainen JK, Tschopp FD, Prakhya S, McGill M, Nern A, Shinomiya K, Takemura SY, Gruntman E, Macke JH, Turaga SC.","Nature. 2024 Oct;634(8036):1132-1140. doi: 10.1038/s41586-024-07939-3. Epub 2024 Sep 11.","Lappalainen JK","Nature","2024","2024/09/11","PMC11525180","","10.1038/s41586-024-07939-3"
"37407812","A rise-to-threshold process for a relative-value decision","Vijayan V, Wang F, Wang K, Chakravorty A, Adachi A, Akhlaghpour H, Dickson BJ, Maimon G.","Nature. 2023 Jul;619(7970):563-571. doi: 10.1038/s41586-023-06271-6. Epub 2023 Jul 5.","Vijayan V","Nature","2023","2023/07/05","PMC10356611","","10.1038/s41586-023-06271-6"
"38352559","Transcriptional programs mediating neuronal toxicity and altered glial-neuronal signaling in a Drosophila knock-in tauopathy model","Bukhari H, Nithianandam V, Battaglia RA, Cicalo A, Sarkar S, Comjean A, Hu Y, Leventhal MJ, Dong X, Feany MB.","bioRxiv [Preprint]. 2024 Feb 4:2024.02.02.578624. doi: 10.1101/2024.02.02.578624.","Bukhari H","bioRxiv","2024","2024/02/14","PMC10862891","","10.1101/2024.02.02.578624"
"33771998","Unc13A and Unc13B contribute to the decoding of distinct sensory information in Drosophila","Pooryasin A, Maglione M, Schubert M, Matkovic-Rachid T, Hasheminasab SM, Pech U, Fiala A, Mielke T, Sigrist SJ.","Nat Commun. 2021 Mar 26;12(1):1932. doi: 10.1038/s41467-021-22180-6.","Pooryasin A","Nat Commun","2021","2021/03/27","PMC7997984","","10.1038/s41467-021-22180-6"
"39553973","Conserved transcription factors coordinate synaptic gene expression through repression","Kentro JA, Singh G, Pham TM, Currie J, Khullar S, Medeiros AT, Larschan E, O'Connor-Giles KM.","bioRxiv [Preprint]. 2024 Nov 19:2024.10.30.621128. doi: 10.1101/2024.10.30.621128.","Kentro JA","bioRxiv","2024","2024/11/18","PMC11565943","","10.1101/2024.10.30.621128"
"39829863","Temporal and Notch identity determine layer targeting and synapse location of medulla neurons","Holguera I, Chen YC, Chen YC, Simon F, Gaffney AG, Rodas JD, Córdoba S, Desplan C.","bioRxiv [Preprint]. 2025 Jan 6:2025.01.06.631439. doi: 10.1101/2025.01.06.631439.","Holguera I","bioRxiv","2025","2025/01/20","PMC11741259","","10.1101/2025.01.06.631439"
"39484527","Cell type-specific driver lines targeting the Drosophila central complex and their use to investigate neuropeptide expression and sleep regulation","Wolff T, Eddison M, Chen N, Nern A, Sundaramurthi P, Sitaraman D, Rubin GM.","bioRxiv [Preprint]. 2025 Jan 24:2024.10.21.619448. doi: 10.1101/2024.10.21.619448.","Wolff T","bioRxiv","2025","2024/11/01","PMC11526984","","10.1101/2024.10.21.619448"
"38765964","HisCl1 regulates gustatory habituation in sweet taste neurons and mediates sugar ingestion in Drosophila","Kim H, Zhong Z, Cui X, Sung H, Agrawal N, Jiang T, Dus M, Yapici N.","bioRxiv [Preprint]. 2024 May 8:2024.05.06.592591. doi: 10.1101/2024.05.06.592591.","Kim H","bioRxiv","2024","2024/05/20","PMC11100615","","10.1101/2024.05.06.592591"
"39763933","Suppression of meiotic crossovers in pericentromeric heterochromatin requires synaptonemal complex and meiotic recombination factors in Drosophila melanogaster","Pazhayam NM, Sagar S, Sekelsky J.","bioRxiv [Preprint]. 2024 Dec 20:2024.12.19.629512. doi: 10.1101/2024.12.19.629512.","Pazhayam NM","bioRxiv","2024","2025/01/07","PMC11702629","","10.1101/2024.12.19.629512"
"29593252","Dedicated photoreceptor pathways in Drosophila larvae mediate navigation by processing either spatial or temporal cues","Humberg TH, Bruegger P, Afonso B, Zlatic M, Truman JW, Gershow M, Samuel A, Sprecher SG.","Nat Commun. 2018 Mar 28;9(1):1260. doi: 10.1038/s41467-018-03520-5.","Humberg TH","Nat Commun","2018","2018/03/30","PMC5871836","","10.1038/s41467-018-03520-5"
"39651270","Bwa, an ortholog of alkaline ceramidase-ACER2, promotes intestinal stem cell proliferation through pro-inflammatory cytokine signaling in Drosophila melanogaster","Rahman MM, Kraft C, Clark C, Nicholson RJ, Marchetti M, Williams E, Zhang C, Holland WL, Summers SA, Edgar BA.","bioRxiv [Preprint]. 2024 Nov 26:2024.11.26.624044. doi: 10.1101/2024.11.26.624044.","Rahman MM","bioRxiv","2024","2024/12/09","PMC11623631","","10.1101/2024.11.26.624044"
"22137475","Optical reversal of halothane-induced immobility in C. elegans","Singaram VK, Somerlot BH, Falk SA, Falk MJ, Sedensky MM, Morgan PG.","Curr Biol. 2011 Dec 20;21(24):2070-6. doi: 10.1016/j.cub.2011.10.042. Epub 2011 Dec 1.","Singaram VK","Curr Biol","2011","2011/12/06","PMC3245814","NIHMS336263","10.1016/j.cub.2011.10.042"
"37873285","Large genetic analysis of alcohol resistance and tolerance reveals an inverse correlation and suggests 'true' tolerance mutants","Chvilicek MM, Seguin A, Lathen DR, Titos I, Cummins-Beebe PN, Pabon MA, Miscevic M, Nickel EA, Merrill CB, Rodan AR, Rothenfluh A.","bioRxiv [Preprint]. 2023 Oct 10:2023.10.09.561599. doi: 10.1101/2023.10.09.561599.","Chvilicek MM","bioRxiv","2023","2023/10/24","PMC10592763","","10.1101/2023.10.09.561599"
"38168373","Biased cell adhesion organizes a circuit for visual motion integration","Carrier Y, Rio LQ, Formicola N, de Sousa-Xavier V, Tabet M, Chen YD, Wislez M, Orts L, Pinto-Teixeira F.","bioRxiv [Preprint]. 2023 Dec 12:2023.12.11.571076. doi: 10.1101/2023.12.11.571076.","Carrier Y","bioRxiv","2023","2024/01/03","PMC10760042","","10.1101/2023.12.11.571076"
"27619503","Central relay of bitter taste to the protocerebrum by peptidergic interneurons in the Drosophila brain","Hückesfeld S, Peters M, Pankratz MJ.","Nat Commun. 2016 Sep 13;7:12796. doi: 10.1038/ncomms12796.","Hückesfeld S","Nat Commun","2016","2016/09/14","PMC5027282","","10.1038/ncomms12796"
"39554021","Membrane oscillations driven by Arp2/3 constrict the intercellular bridge during neural stem cell divisions","LaFoya B, Prehoda KE.","bioRxiv [Preprint]. 2024 Oct 29:2024.10.28.620743. doi: 10.1101/2024.10.28.620743.","LaFoya B","bioRxiv","2024","2024/11/18","PMC11565815","","10.1101/2024.10.28.620743"
"37645872","Clock-dependent chromatin accessibility rhythms regulate circadian transcription","Yuan Y, Chen Q, Brovkina M, Clowney EJ, Yadlapalli S.","bioRxiv [Preprint]. 2023 Aug 16:2023.08.15.553315. doi: 10.1101/2023.08.15.553315.","Yuan Y","bioRxiv","2023","2023/08/30","PMC10462003","","10.1101/2023.08.15.553315"
"38915608","Broken time reversal symmetry in visual motion detection","Wu N, Zhou B, Agrochao M, Clark DA.","bioRxiv [Preprint]. 2024 Jun 10:2024.06.08.598068. doi: 10.1101/2024.06.08.598068.","Wu N","bioRxiv","2024","2024/06/25","PMC11195140","","10.1101/2024.06.08.598068"
"37291089","Drosophila motor neuron boutons remodel through membrane blebbing coupled with muscle contraction","Fernandes AR, Martins JP, Gomes ER, Mendes CS, Teodoro RO.","Nat Commun. 2023 Jun 8;14(1):3352. doi: 10.1038/s41467-023-38421-9.","Fernandes AR","Nat Commun","2023","2023/06/08","PMC10250368","","10.1038/s41467-023-38421-9"
"28677678","SRSF1-dependent nuclear export inhibition of C9ORF72 repeat transcripts prevents neurodegeneration and associated motor deficits","Hautbergue GM, Castelli LM, Ferraiuolo L, Sanchez-Martinez A, Cooper-Knock J, Higginbottom A, Lin YH, Bauer CS, Dodd JE, Myszczynska MA, Alam SM, Garneret P, Chandran JS, Karyka E, Stopford MJ, Smith EF, Kirby J, Meyer K, Kaspar BK, Isaacs AM, El-Khamisy SF, De Vos KJ, Ning K, Azzouz M, Whitworth AJ, Shaw PJ.","Nat Commun. 2017 Jul 5;8:16063. doi: 10.1038/ncomms16063.","Hautbergue GM","Nat Commun","2017","2017/07/06","PMC5504286","","10.1038/ncomms16063"
"20381137","Ragulator-Rag complex targets mTORC1 to the lysosomal surface and is necessary for its activation by amino acids","Sancak Y, Bar-Peled L, Zoncu R, Markhard AL, Nada S, Sabatini DM.","Cell. 2010 Apr 16;141(2):290-303. doi: 10.1016/j.cell.2010.02.024. Epub 2010 Apr 8.","Sancak Y","Cell","2010","2010/04/13","PMC3024592","NIHMS200582","10.1016/j.cell.2010.02.024"
"39149256","Centrocortin potentiates co-translational localization of its mRNA to the centrosome via dynein","Zein-Sabatto H, Brockett JS, Jin L, Husbands CA, Lee J, Fang J, Buehler J, Bullock SL, Lerit DA.","bioRxiv [Preprint]. 2024 Aug 9:2024.08.09.607365. doi: 10.1101/2024.08.09.607365.","Zein-Sabatto H","bioRxiv","2024","2024/08/16","PMC11326273","","10.1101/2024.08.09.607365"
"37961108","Fructose-2,6-bisphosphate restores DNA repair activity of PNKP and ameliorates neurodegenerative symptoms in Huntington's disease","Chakraborty A, Sreenivasmurthy SG, Miller W, Huai W, Biswas T, Mandal SM, Boscá L, Krishnan B, Ghosh G, Hazra T.","bioRxiv [Preprint]. 2024 Jul 16:2023.10.26.564220. doi: 10.1101/2023.10.26.564220.","Chakraborty A","bioRxiv","2024","2023/11/14","PMC10634858","","10.1101/2023.10.26.564220"
"37873373","Sleepiness, not total sleep amount, increases seizure risk","Cuddapah VA, Hsu CT, Li Y, Shah HM, Saul C, Killiany S, Shon J, Yue Z, Gionet G, Putt ME, Sehgal A.","bioRxiv [Preprint]. 2023 Oct 2:2023.09.30.560325. doi: 10.1101/2023.09.30.560325.","Cuddapah VA","bioRxiv","2023","2023/10/24","PMC10592838","","10.1101/2023.09.30.560325"
"38746105","Post-transcriptional regulatory pre-complex assembly drives timely cell-state transitions during differentiation","Komori H, Rastogi G, Bugay JP, Luo H, Lin S, Angers S, Smibert CA, Lipshitz HD, Lee CY.","bioRxiv [Preprint]. 2024 Apr 30:2024.04.29.591706. doi: 10.1101/2024.04.29.591706.","Komori H","bioRxiv","2024","2024/05/15","PMC11092521","","10.1101/2024.04.29.591706"
"38712226","Sensorimotor delays constrain robust locomotion in a 3D kinematic model of fly walking","Karashchuk L, Li JSL, Chou GM, Walling-Bell S, Brunton SL, Tuthill JC, Brunton BW.","bioRxiv [Preprint]. 2025 Jan 11:2024.04.18.589965. doi: 10.1101/2024.04.18.589965.","Karashchuk L","bioRxiv","2025","2024/05/07","PMC11071299","","10.1101/2024.04.18.589965"
"38559104","An octopamine-specific GRAB sensor reveals a monoamine relay circuitry that boosts aversive learning","Lv M, Cai R, Zhang R, Xia X, Li X, Wang Y, Wang H, Zeng J, Xue Y, Mao L, Li Y.","bioRxiv [Preprint]. 2024 Mar 12:2024.03.09.584200. doi: 10.1101/2024.03.09.584200.","Lv M","bioRxiv","2024","2024/04/01","PMC10979849","","10.1101/2024.03.09.584200"
"38948805","Role of ACSBG1 in brain lipid metabolism and X-linked adrenoleukodystrophy pathogenesis: Insights from a knockout mouse model","Ye X, Li Y, González-Lamuño D, Pei Z, Moser AB, Smith KD, Watkins PA.","bioRxiv [Preprint]. 2024 Jun 20:2024.06.19.599741. doi: 10.1101/2024.06.19.599741.","Ye X","bioRxiv","2024","2024/07/01","PMC11212999","","10.1101/2024.06.19.599741"
"17360325","Peripheral multidendritic sensory neurons are necessary for rhythmic locomotion behavior in Drosophila larvae","Song W, Onishi M, Jan LY, Jan YN.","Proc Natl Acad Sci U S A. 2007 Mar 20;104(12):5199-204. doi: 10.1073/pnas.0700895104. Epub 2007 Mar 13.","Song W","Proc Natl Acad Sci U S A","2007","2007/03/16","PMC1820883","","10.1073/pnas.0700895104"
"39211286","Phosphorylation at serine 214 correlates with tau seeding activity in an age-dependent manner in two mouse models for tauopathies and is required for tau transsynaptic propagation","Martinez P, Jury-Garfe N, Patel H, You Y, Perkins A, You Y, Lee-Gosselin A, Vidal R, Lasagna-Reeves CA.","bioRxiv [Preprint]. 2024 Jul 23:2024.07.22.604618. doi: 10.1101/2024.07.22.604618.","Martinez P","bioRxiv","2024","2024/08/30","PMC11361173","","10.1101/2024.07.22.604618"
"38903085","Astrocytes control quiescent NSC reactivation via GPCR signaling-mediated F-actin remodeling","Lin KY, Gujar MR, Lin J, Ding WY, Huang J, Gao Y, Tan YS, Teng X, Christine LSL, Kanchanawong P, Toyama Y, Wang H.","bioRxiv [Preprint]. 2024 Mar 13:2024.03.11.584337. doi: 10.1101/2024.03.11.584337.","Lin KY","bioRxiv","2024","2024/06/21","PMC11188063","","10.1101/2024.03.11.584337"
"22084112","Different levels of the Tripartite motif protein, Anomalies in sensory axon patterning (Asap), regulate distinct axonal projections of Drosophila sensory neurons","Morikawa RK, Kanamori T, Yasunaga K, Emoto K.","Proc Natl Acad Sci U S A. 2011 Nov 29;108(48):19389-94. doi: 10.1073/pnas.1109843108. Epub 2011 Nov 14.","Morikawa RK","Proc Natl Acad Sci U S A","2011","2011/11/16","PMC3228480","","10.1073/pnas.1109843108"
"29233983","Endocytosis regulates TDP-43 toxicity and turnover","Liu G, Coyne AN, Pei F, Vaughan S, Chaung M, Zarnescu DC, Buchan JR.","Nat Commun. 2017 Dec 12;8(1):2092. doi: 10.1038/s41467-017-02017-x.","Liu G","Nat Commun","2017","2017/12/14","PMC5727062","","10.1038/s41467-017-02017-x"
"38948698","PKCδ is an activator of neuronal mitochondrial metabolism that mediates the spacing effect on memory consolidation","Comyn T, Preat T, Pavlowsky A, Plaçais PY.","bioRxiv [Preprint]. 2024 Jun 18:2023.10.06.561186. doi: 10.1101/2023.10.06.561186.","Comyn T","bioRxiv","2024","2024/07/01","PMC11212906","","10.1101/2023.10.06.561186"
"33893307","Brain-specific lipoprotein receptors interact with astrocyte derived apolipoprotein and mediate neuron-glia lipid shuttling","Yin J, Spillman E, Cheng ES, Short J, Chen Y, Lei J, Gibbs M, Rosenthal JS, Sheng C, Chen YX, Veerasammy K, Choetso T, Abzalimov R, Wang B, Han C, He Y, Yuan Q.","Nat Commun. 2021 Apr 23;12(1):2408. doi: 10.1038/s41467-021-22751-7.","Yin J","Nat Commun","2021","2021/04/24","PMC8065144","","10.1038/s41467-021-22751-7"
"30952860","Asymmetric ephaptic inhibition between compartmentalized olfactory receptor neurons","Zhang Y, Tsang TK, Bushong EA, Chu LA, Chiang AS, Ellisman MH, Reingruber J, Su CY.","Nat Commun. 2019 Apr 5;10(1):1560. doi: 10.1038/s41467-019-09346-z.","Zhang Y","Nat Commun","2019","2019/04/07","PMC6451019","","10.1038/s41467-019-09346-z"
"39990321","Daily ultrastructural remodeling of clock neurons","Ispizua JI, Rodríguez-Caron M, Tassara FJ, Kim KY, Insussarry Perkins C, Barzi M, Carpio-Romero C, Vasquez MF, Hansen CN, Gargiulo J, Rosato E, de la Iglesia H, Ellisman MH, Ceriani MF.","bioRxiv [Preprint]. 2025 Feb 13:2024.11.06.622332. doi: 10.1101/2024.11.06.622332.","Ispizua JI","bioRxiv","2025","2025/02/24","PMC11844358","","10.1101/2024.11.06.622332"
"29317624","Fast intensity adaptation enhances the encoding of sound in Drosophila","Clemens J, Ozeri-Engelhard N, Murthy M.","Nat Commun. 2018 Jan 9;9(1):134. doi: 10.1038/s41467-017-02453-9.","Clemens J","Nat Commun","2018","2018/01/11","PMC5760620","","10.1038/s41467-017-02453-9"
"38014334","Alpha-synuclein null mutation exacerbates the phenotype of a model of Menkes disease in female mice","Casey M, Zou D, Pera RAR, Cabin DE.","bioRxiv [Preprint]. 2023 Nov 17:2023.11.15.567255. doi: 10.1101/2023.11.15.567255.","Casey M","bioRxiv","2023","2023/11/28","PMC10680713","","10.1101/2023.11.15.567255"
"34158506","The Atr-Chek1 pathway inhibits axon regeneration in response to Piezo-dependent mechanosensation","Li F, Lo TY, Miles L, Wang Q, Noristani HN, Li D, Niu J, Trombley S, Goldshteyn JI, Wang C, Wang S, Qiu J, Pogoda K, Mandal K, Brewster M, Rompolas P, He Y, Janmey PA, Thomas GM, Li S, Song Y.","Nat Commun. 2021 Jun 22;12(1):3845. doi: 10.1038/s41467-021-24131-7.","Li F","Nat Commun","2021","2021/06/23","PMC8219705","","10.1038/s41467-021-24131-7"
"31628310","Rapid single-wavelength lightsheet localization microscopy for clarified tissue","Chu LA, Lu CH, Yang SM, Liu YT, Feng KL, Tsai YC, Chang WK, Wang WC, Chang SW, Chen P, Lee TK, Hwu YK, Chiang AS, Chen BC.","Nat Commun. 2019 Oct 18;10(1):4762. doi: 10.1038/s41467-019-12715-3.","Chu LA","Nat Commun","2019","2019/10/20","PMC6800451","","10.1038/s41467-019-12715-3"
"30413688","High-resolution ultramicroscopy of the developing and adult nervous system in optically cleared Drosophila melanogaster","Pende M, Becker K, Wanis M, Saghafi S, Kaur R, Hahn C, Pende N, Foroughipour M, Hummel T, Dodt HU.","Nat Commun. 2018 Nov 9;9(1):4731. doi: 10.1038/s41467-018-07192-z.","Pende M","Nat Commun","2018","2018/11/11","PMC6226481","","10.1038/s41467-018-07192-z"
"34852239","The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses","Sharma A, Zhang X, Dejnirattisai W, Dai X, Gong D, Wongwiwat W, Duquerroy S, Rouvinski A, Vaney MC, Guardado-Calvo P, Haouz A, England P, Sun R, Zhou ZH, Mongkolsapaya J, Screaton GR, Rey FA.","Cell. 2021 Dec 9;184(25):6052-6066.e18. doi: 10.1016/j.cell.2021.11.010. Epub 2021 Nov 30.","Sharma A","Cell","2021","2021/12/01","PMC8724787","","10.1016/j.cell.2021.11.010"
"40027615","BRCA1-A and LIG4 complexes mediate ecDNA biogenesis and cancer drug resistance","Chung OW, Yao S, Yang F, Wang L, Cerda-Smith C, Hutchinson HM, Wood KC, Su W, Khasraw M, Zou L, Ramsden DA, Zhang ZZ.","bioRxiv [Preprint]. 2025 Feb 23:2025.02.18.638901. doi: 10.1101/2025.02.18.638901.","Chung OW","bioRxiv","2025","2025/03/03","PMC11870461","","10.1101/2025.02.18.638901"
"33608547","Neuronal fragile X mental retardation protein activates glial insulin receptor mediated PDF-Tri neuron developmental clearance","Vita DJ, Meier CJ, Broadie K.","Nat Commun. 2021 Feb 19;12(1):1160. doi: 10.1038/s41467-021-21429-4.","Vita DJ","Nat Commun","2021","2021/02/20","PMC7896095","","10.1038/s41467-021-21429-4"
"30315166","An expression atlas of variant ionotropic glutamate receptors identifies a molecular basis of carbonation sensing","Sánchez-Alcañiz JA, Silbering AF, Croset V, Zappia G, Sivasubramaniam AK, Abuin L, Sahai SY, Münch D, Steck K, Auer TO, Cruchet S, Neagu-Maier GL, Sprecher SG, Ribeiro C, Yapici N, Benton R.","Nat Commun. 2018 Oct 12;9(1):4252. doi: 10.1038/s41467-018-06453-1.","Sánchez-Alcañiz JA","Nat Commun","2018","2018/10/14","PMC6185939","","10.1038/s41467-018-06453-1"
"39868090","Fusobacterium nucleatum determines the expression of amphetamine-induced behavioral responses through an epigenetic phenomenon","Mabry SJ, Cao X, Zhu Y, Rowe C, Patel S, González-Arancibia C, Romanazzi T, Saleeby DP, Elam A, Lee HT, Turkmen S, Lauzon SN, Hernandez CE, Sun H, Wu H, Carter AM, Galli A.","bioRxiv [Preprint]. 2025 Jan 20:2025.01.15.633210. doi: 10.1101/2025.01.15.633210.","Mabry SJ","bioRxiv","2025","2025/01/27","PMC11761806","","10.1101/2025.01.15.633210"
"38565846","Dynamic encoding of temperature in the central circadian circuit coordinates physiological activities","Li H, Li Z, Yuan X, Tian Y, Ye W, Zeng P, Li XM, Guo F.","Nat Commun. 2024 Apr 2;15(1):2834. doi: 10.1038/s41467-024-47278-5.","Li H","Nat Commun","2024","2024/04/02","PMC10987497","","10.1038/s41467-024-47278-5"
"39975213","Active zone maturation state controls synaptic output and release mode and is differentially regulated by neuronal activity","Akbergenova Y, Matthias J, Littleton JT.","bioRxiv [Preprint]. 2025 Feb 3:2025.02.03.636302. doi: 10.1101/2025.02.03.636302.","Akbergenova Y","bioRxiv","2025","2025/02/20","PMC11838553","","10.1101/2025.02.03.636302"
"39574700","F2,6BP restores mitochondrial genome integrity in Huntington's Disease","Chakraborty A, Mandal SM, Mankevich M, Sreenivasmurthy SG, Hegde ML, Krishnan B, Ghosh G, Hazra T.","bioRxiv [Preprint]. 2024 Nov 4:2024.11.04.621834. doi: 10.1101/2024.11.04.621834.","Chakraborty A","bioRxiv","2024","2024/11/22","PMC11580889","","10.1101/2024.11.04.621834"
"30631066","A disinhibitory mechanism biases Drosophila innate light preference","Zhao W, Zhou P, Gong C, Ouyang Z, Wang J, Zheng N, Gong Z.","Nat Commun. 2019 Jan 10;10(1):124. doi: 10.1038/s41467-018-07929-w.","Zhao W","Nat Commun","2019","2019/01/12","PMC6328558","","10.1038/s41467-018-07929-w"
"38396085","G protein-coupled receptor-based thermosensation determines temperature acclimatization of Caenorhabditis elegans","Ohnishi K, Sokabe T, Miura T, Tominaga M, Ohta A, Kuhara A.","Nat Commun. 2024 Feb 23;15(1):1660. doi: 10.1038/s41467-024-46042-z.","Ohnishi K","Nat Commun","2024","2024/02/23","PMC10891075","","10.1038/s41467-024-46042-z"
"39314281","Adaptive protein synthesis in genetic models of copper deficiency and childhood neurodegeneration","Lane AR, Scher NE, Bhattacharjee S, Zlatic SA, Roberts AM, Gokhale A, Singleton KS, Duong DM, McKenna M, Liu WL, Baiju A, Moctezuma FGR, Tran T, Patel AA, Clayton LB, Petris MJ, Wood LB, Patgiri A, Vrailas-Mortimer AD, Cox DN, Roberts BR, Werner E, Faundez V.","bioRxiv [Preprint]. 2024 Nov 18:2024.09.09.612106. doi: 10.1101/2024.09.09.612106.","Lane AR","bioRxiv","2024","2024/09/24","PMC11419079","","10.1101/2024.09.09.612106"
"38559190","An integrative systems-biology approach defines mechanisms of Alzheimer's disease neurodegeneration","Leventhal MJ, Zanella CA, Kang B, Peng J, Gritsch D, Liao Z, Bukhari H, Wang T, Pao PC, Danquah S, Benetatos J, Nehme R, Farhi S, Tsai LH, Dong X, Scherzer CR, Feany MB, Fraenkel E.","bioRxiv [Preprint]. 2024 Oct 9:2024.03.17.585262. doi: 10.1101/2024.03.17.585262.","Leventhal MJ","bioRxiv","2024","2024/04/01","PMC10980014","","10.1101/2024.03.17.585262"
"29120418","Ultra-selective looming detection from radial motion opponency","Klapoetke NC, Nern A, Peek MY, Rogers EM, Breads P, Rubin GM, Reiser MB, Card GM.","Nature. 2017 Nov 9;551(7679):237-241. doi: 10.1038/nature24626. Print 2017 Nov 9.","Klapoetke NC","Nature","2017","2017/11/10","PMC7457385","NIHMS912463","10.1038/nature24626"
"27302750","A CD36 ectodomain mediates insect pheromone detection via a putative tunnelling mechanism","Gomez-Diaz C, Bargeton B, Abuin L, Bukar N, Reina JH, Bartoi T, Graf M, Ong H, Ulbrich MH, Masson JF, Benton R.","Nat Commun. 2016 Jun 15;7:11866. doi: 10.1038/ncomms11866.","Gomez-Diaz C","Nat Commun","2016","2016/06/16","PMC4912623","","10.1038/ncomms11866"
"26893070","Functional dissociation in sweet taste receptor neurons between and within taste organs of Drosophila","Thoma V, Knapek S, Arai S, Hartl M, Kohsaka H, Sirigrivatanawong P, Abe A, Hashimoto K, Tanimoto H.","Nat Commun. 2016 Feb 19;7:10678. doi: 10.1038/ncomms10678.","Thoma V","Nat Commun","2016","2016/02/20","PMC4762887","","10.1038/ncomms10678"
"39038490","Dopamine-mediated interactions between short- and long-term memory dynamics","Huang C, Luo J, Woo SJ, Roitman LA, Li J, Pieribone VA, Kannan M, Vasan G, Schnitzer MJ.","Nature. 2024 Oct;634(8036):1141-1149. doi: 10.1038/s41586-024-07819-w. Epub 2024 Jul 22.","Huang C","Nature","2024","2024/07/22","PMC11525173","","10.1038/s41586-024-07819-w"
"26028119","Coordination and fine motor control depend on Drosophila TRPγ","Akitake B, Ren Q, Boiko N, Ni J, Sokabe T, Stockand JD, Eaton BA, Montell C.","Nat Commun. 2015 Jun 1;6:7288. doi: 10.1038/ncomms8288.","Akitake B","Nat Commun","2015","2015/06/02","PMC4535187","NIHMS713951","10.1038/ncomms8288"
"36535958","Hedgehog-mediated gut-taste neuron axis controls sweet perception in Drosophila","Zhao Y, Khallaf MA, Johansson E, Dzaki N, Bhat S, Alfredsson J, Duan J, Hansson BS, Knaden M, Alenius M.","Nat Commun. 2022 Dec 19;13(1):7810. doi: 10.1038/s41467-022-35527-4.","Zhao Y","Nat Commun","2022","2022/12/19","PMC9763350","","10.1038/s41467-022-35527-4"
"21694704","Human cryptochrome exhibits light-dependent magnetosensitivity","Foley LE, Gegear RJ, Reppert SM.","Nat Commun. 2011 Jun 21;2:356. doi: 10.1038/ncomms1364.","Foley LE","Nat Commun","2011","2011/06/23","PMC3128388","NIHMS306494","10.1038/ncomms1364"
"31784536","Transcription elongation factor AFF2/FMR2 regulates expression of expanded GGGGCC repeat-containing C9ORF72 allele in ALS/FTD","Yuva-Aydemir Y, Almeida S, Krishnan G, Gendron TF, Gao FB.","Nat Commun. 2019 Nov 29;10(1):5466. doi: 10.1038/s41467-019-13477-8.","Yuva-Aydemir Y","Nat Commun","2019","2019/12/01","PMC6884579","","10.1038/s41467-019-13477-8"
"38370610","Establishment of terminal selector combinations in optic lobe neurons","Simon F, Holguera I, Chen YC, Malin J, Valentino P, Njoo-Deplante C, El-Danaf RN, Kapuralin K, Erclik T, Konstantinides N, Özel MN, Desplan C.","bioRxiv [Preprint]. 2025 Jan 29:2024.02.05.578975. doi: 10.1101/2024.02.05.578975.","Simon F","bioRxiv","2025","2024/02/19","PMC10871188","","10.1101/2024.02.05.578975"
"30858374","Inverse resource allocation between vision and olfaction across the genus Drosophila","Keesey IW, Grabe V, Gruber L, Koerte S, Obiero GF, Bolton G, Khallaf MA, Kunert G, Lavista-Llanos S, Valenzano DR, Rybak J, Barrett BA, Knaden M, Hansson BS.","Nat Commun. 2019 Mar 11;10(1):1162. doi: 10.1038/s41467-019-09087-z.","Keesey IW","Nat Commun","2019","2019/03/13","PMC6411718","","10.1038/s41467-019-09087-z"
"39358525","Neuronal parts list and wiring diagram for a visual system","Matsliah A, Yu SC, Kruk K, Bland D, Burke AT, Gager J, Hebditch J, Silverman B, Willie KP, Willie R, Sorek M, Sterling AR, Kind E, Garner D, Sancer G, Wernet MF, Kim SS, Murthy M, Seung HS; FlyWire Consortium.","Nature. 2024 Oct;634(8032):166-180. doi: 10.1038/s41586-024-07981-1. Epub 2024 Oct 2.","Matsliah A","Nature","2024","2024/10/02","PMC11446827","","10.1038/s41586-024-07981-1"
"35780140","Humidity response in Drosophila olfactory sensory neurons requires the mechanosensitive channel TMEM63","Li S, Li B, Gao L, Wang J, Yan Z.","Nat Commun. 2022 Jul 2;13(1):3814. doi: 10.1038/s41467-022-31253-z.","Li S","Nat Commun","2022","2022/07/02","PMC9250499","","10.1038/s41467-022-31253-z"
"38778186","AI networks reveal how flies find a mate","Ramdya P.","Nature. 2024 May;629(8014):1010-1011. doi: 10.1038/d41586-024-01320-0.","Ramdya P","Nature","2024","2024/05/22","","","10.1038/d41586-024-01320-0"
